cohort_month,modeled_redemption_points,development_month
2005-03,551.27,7
2005-04,307.13,7
2005-05,467.9,7
2005-06,386.98,7
2005-07,422.05,7
2005-08,491.74,7
2005-09,395.52,7
2005-10,407.52,7
2005-11,343.24,7
2005-12,350.9,7
2006-01,383.14,7
2006-02,316.86,7
2006-03,419.6,7
2006-04,406.68,7
2006-05,271.44,7
2006-06,325.72,7
2006-07,505.85,7
2006-08,352.4,7
2006-09,328.13,7
2006-10,495.15,7
2006-11,541.34,7
2006-12,408.86,7
2007-01,372.48,7
2007-02,396.6,7
2007-03,367.31,7
2007-04,389.58,7
2007-05,388.32,7
2007-06,352.05,7
2007-07,466.82,7
2007-08,320.93,7
2007-09,354.7,7
2007-10,405.49,7
2007-11,353.01,7
2007-12,428.34,7
2008-01,597.69,7
2008-02,370.95,7
2008-03,522.18,7
2008-04,297.74,7
2008-05,381.95,7
2008-06,325.18,7
2008-07,384.64,7
2008-08,366.74,7
2008-09,389.24,7
2008-10,450.95,7
2008-11,340.63,7
2008-12,427.19,7
2009-01,449.0,7
2009-02,324.99,7
2009-03,580.52,7
2009-04,256.68,7
2009-05,327.52,7
2009-06,332.27,7
2009-07,348.45,7
2009-08,385.94,7
2009-09,355.85,7
2009-10,464.06,7
2009-11,431.29,7
2009-12,440.1,7
2010-01,348.41,7
2010-02,226.59,7
2010-03,343.43,7
2010-04,370.91,7
2010-05,376.93,7
2010-06,457.62,7
2010-07,355.54,7
2010-08,321.96,7
2010-09,332.62,7
2010-10,498.03,7
2010-11,322.88,7
2010-12,407.68,7
2011-01,390.54,7
2011-02,266.95,7
2011-03,426.38,7
2011-04,338.06,7
2011-05,284.82,7
2011-06,454.4,7
2011-07,318.05,7
2011-08,444.97,7
2011-09,529.65,7
2011-10,275.0,7
2011-11,355.77,7
2011-12,499.56,7
2012-01,594.82,7
2012-02,358.68,7
2012-03,592.6,7
2012-04,406.06,7
2012-05,469.24,7
2012-06,335.0,7
2012-07,497.87,7
2012-08,484.57,7
2012-09,424.96,7
2012-10,326.18,7
2012-11,445.59,7
2012-12,579.64,7
2013-01,310.73,7
2013-02,286.66,7
2013-03,458.77,7
2013-04,327.94,7
2013-05,538.28,7
2013-06,454.52,7
2013-07,612.38,7
2013-08,562.92,7
2013-09,602.75,7
2013-10,360.45,7
2013-11,461.92,7
2013-12,360.26,7
2014-01,417.87,7
2014-02,282.48,7
2014-03,373.71,7
2014-04,440.07,7
2014-05,382.95,7
2014-06,378.31,7
2014-07,550.12,7
2014-08,313.87,7
2014-09,382.45,7
2014-10,476.9,7
2014-11,435.54,7
2014-12,420.48,7
2015-01,466.25,7
2015-02,378.85,7
2015-03,469.81,7
2015-04,392.92,7
2015-05,347.84,7
2015-06,487.98,7
2015-07,396.9,7
2015-08,295.7,7
2015-09,483.23,7
2015-10,369.57,7
2015-11,422.55,7
2015-12,405.41,7
2016-01,439.88,7
2016-02,392.8,7
2016-03,439.8,7
2016-04,350.29,7
2016-05,328.13,7
2016-06,331.66,7
2016-07,330.24,7
2016-08,384.75,7
2016-09,395.48,7
2016-10,364.97,7
2016-11,391.23,7
2016-12,366.2,7
2017-01,634.49,7
2017-02,385.71,7
2017-03,415.53,7
2017-04,270.86,7
2017-05,362.06,7
2017-06,416.57,7
2017-07,445.47,7
2017-08,358.46,7
2017-09,286.31,7
2017-10,388.78,7
2017-11,447.73,7
2017-12,533.18,7
2018-01,329.82,7
2018-02,404.88,7
2018-03,423.35,7
2018-04,339.94,7
2018-05,319.32,7
2018-06,370.53,7
2018-07,368.23,7
2018-08,326.52,7
2018-09,433.66,7
2018-10,498.26,7
2018-11,367.58,7
2018-12,441.98,7
2019-01,325.91,7
2019-02,389.24,7
2019-03,477.98,7
2019-04,372.68,7
2019-05,397.52,7
2019-06,353.4,7
2019-07,450.42,7
2002-09,362.33,8
2002-10,412.43,8
2002-11,372.6,8
2002-12,364.55,8
2003-01,527.08,8
2003-02,267.76,8
2003-03,675.59,8
2003-04,385.82,8
2003-05,397.06,8
2003-06,392.11,8
2003-07,354.62,8
2003-08,363.17,8
2003-09,351.06,8
2003-10,334.38,8
2003-11,371.49,8
2003-12,313.38,8
2004-01,364.86,8
2004-02,318.47,8
2004-03,328.52,8
2004-04,490.97,8
2004-05,382.34,8
2004-06,341.05,8
2004-07,705.26,8
2004-08,408.29,8
2004-09,337.98,8
2004-10,339.6,8
2004-11,413.27,8
2004-12,543.38,8
2005-01,549.93,8
2005-02,393.88,8
2005-03,551.27,8
2005-04,307.13,8
2005-05,467.9,8
2005-06,386.98,8
2005-07,422.05,8
2005-08,491.74,8
2005-09,395.52,8
2005-10,407.52,8
2005-11,343.24,8
2005-12,350.9,8
2006-01,383.14,8
2006-02,316.86,8
2006-03,419.6,8
2006-04,406.68,8
2006-05,271.44,8
2006-06,325.72,8
2006-07,505.85,8
2006-08,352.4,8
2006-09,328.13,8
2006-10,495.15,8
2006-11,541.34,8
2006-12,408.86,8
2007-01,372.48,8
2007-02,396.6,8
2007-03,367.31,8
2007-04,389.58,8
2007-05,388.32,8
2007-06,352.05,8
2007-07,466.82,8
2007-08,320.93,8
2007-09,354.7,8
2007-10,405.49,8
2007-11,353.01,8
2007-12,428.34,8
2008-01,597.69,8
2008-02,370.95,8
2008-03,522.18,8
2008-04,297.74,8
2008-05,381.95,8
2008-06,325.18,8
2008-07,384.64,8
2008-08,366.74,8
2008-09,389.24,8
2008-10,450.95,8
2008-11,340.63,8
2008-12,427.19,8
2009-01,449.0,8
2009-02,324.99,8
2009-03,580.52,8
2009-04,256.68,8
2009-05,327.52,8
2009-06,332.27,8
2009-07,348.45,8
2009-08,385.94,8
2009-09,355.85,8
2009-10,464.06,8
2009-11,431.29,8
2009-12,440.1,8
2010-01,348.41,8
2010-02,226.59,8
2010-03,343.43,8
2010-04,370.91,8
2010-05,376.93,8
2010-06,457.62,8
2010-07,355.54,8
2010-08,321.96,8
2010-09,332.62,8
2010-10,498.03,8
2010-11,322.88,8
2010-12,407.68,8
2011-01,390.54,8
2011-02,266.95,8
2011-03,426.38,8
2011-04,338.06,8
2011-05,284.82,8
2011-06,454.4,8
2011-07,318.05,8
2011-08,444.97,8
2011-09,529.65,8
2011-10,275.0,8
2011-11,355.77,8
2011-12,499.56,8
2012-01,594.82,8
2012-02,358.68,8
2012-03,592.6,8
2012-04,406.06,8
2012-05,469.24,8
2012-06,335.0,8
2012-07,497.87,8
2012-08,484.57,8
2012-09,424.96,8
2012-10,326.18,8
2012-11,445.59,8
2012-12,579.64,8
2013-01,310.73,8
2013-02,286.66,8
2013-03,458.77,8
2013-04,327.94,8
2013-05,538.28,8
2013-06,454.52,8
2013-07,612.38,8
2013-08,562.92,8
2013-09,602.75,8
2013-10,360.45,8
2013-11,461.92,8
2013-12,360.26,8
2014-01,417.87,8
2014-02,282.48,8
2014-03,373.71,8
2014-04,440.07,8
2014-05,382.95,8
2014-06,378.31,8
2014-07,550.12,8
2014-08,313.87,8
2014-09,382.45,8
2014-10,476.9,8
2014-11,435.54,8
2014-12,420.48,8
2015-01,466.25,8
2015-02,378.85,8
2015-03,469.81,8
2015-04,392.92,8
2015-05,347.84,8
2015-06,487.98,8
2015-07,396.9,8
2015-08,295.7,8
2015-09,483.23,8
2015-10,369.57,8
2015-11,422.55,8
2015-12,405.41,8
2016-01,439.88,8
2016-02,392.8,8
2016-03,439.8,8
2016-04,350.29,8
2016-05,328.13,8
2016-06,331.66,8
2016-07,330.24,8
2016-08,384.75,8
2016-09,395.48,8
2016-10,364.97,8
2016-11,391.23,8
2016-12,366.2,8
2017-01,634.49,8
2017-02,385.71,8
2017-03,415.53,8
2017-04,270.86,8
2017-05,362.06,8
2017-06,416.57,8
2017-07,445.47,8
2017-08,358.46,8
2017-09,286.31,8
2017-10,388.78,8
2017-11,447.73,8
2017-12,533.18,8
2018-01,329.82,8
2018-02,404.88,8
2018-03,423.35,8
2018-04,339.94,8
2018-05,319.32,8
2018-06,370.53,8
2018-07,368.23,8
2018-08,326.52,8
2018-09,433.66,8
2018-10,498.26,8
2018-11,367.58,8
2018-12,441.98,8
2019-01,325.91,8
2019-02,389.24,8
2019-03,477.98,8
2019-04,372.68,8
2019-05,397.52,8
2019-06,353.4,8
2002-09,362.33,9
2002-10,412.43,9
2002-11,372.6,9
2002-12,364.55,9
2003-01,527.08,9
2003-02,267.76,9
2003-03,675.59,9
2003-04,385.82,9
2003-05,397.06,9
2003-06,392.11,9
2003-07,354.62,9
2003-08,363.17,9
2003-09,351.06,9
2003-10,334.38,9
2003-11,371.49,9
2003-12,313.38,9
2004-01,364.86,9
2004-02,318.47,9
2004-03,328.52,9
2004-04,490.97,9
2004-05,382.34,9
2004-06,341.05,9
2004-07,705.26,9
2004-08,408.29,9
2004-09,337.98,9
2004-10,339.6,9
2004-11,413.27,9
2004-12,543.38,9
2005-01,549.93,9
2005-02,393.88,9
2005-03,551.27,9
2005-04,307.13,9
2005-05,467.9,9
2005-06,386.98,9
2005-07,422.05,9
2005-08,491.74,9
2005-09,395.52,9
2005-10,407.52,9
2005-11,343.24,9
2005-12,350.9,9
2006-01,383.14,9
2006-02,316.86,9
2006-03,419.6,9
2006-04,406.68,9
2006-05,271.44,9
2006-06,325.72,9
2006-07,505.85,9
2006-08,352.4,9
2006-09,328.13,9
2006-10,495.15,9
2006-11,541.34,9
2006-12,408.86,9
2007-01,372.48,9
2007-02,396.6,9
2007-03,367.31,9
2007-04,389.58,9
2007-05,388.32,9
2007-06,352.05,9
2007-07,466.82,9
2007-08,320.93,9
2007-09,354.7,9
2007-10,405.49,9
2007-11,353.01,9
2007-12,428.34,9
2008-01,597.69,9
2008-02,370.95,9
2008-03,522.18,9
2008-04,297.74,9
2008-05,381.95,9
2008-06,325.18,9
2008-07,384.64,9
2008-08,366.74,9
2008-09,389.24,9
2008-10,450.95,9
2008-11,340.63,9
2008-12,427.19,9
2009-01,449.0,9
2009-02,324.99,9
2009-03,580.52,9
2009-04,256.68,9
2009-05,327.52,9
2009-06,332.27,9
2009-07,348.45,9
2009-08,385.94,9
2009-09,355.85,9
2009-10,464.06,9
2009-11,431.29,9
2009-12,440.1,9
2010-01,348.41,9
2010-02,226.59,9
2010-03,343.43,9
2010-04,370.91,9
2010-05,376.93,9
2010-06,457.62,9
2010-07,355.54,9
2010-08,321.96,9
2010-09,332.62,9
2010-10,498.03,9
2010-11,322.88,9
2010-12,407.68,9
2011-01,390.54,9
2011-02,266.95,9
2011-03,426.38,9
2011-04,338.06,9
2011-05,284.82,9
2011-06,454.4,9
2011-07,318.05,9
2011-08,444.97,9
2011-09,529.65,9
2011-10,275.0,9
2011-11,355.77,9
2011-12,499.56,9
2012-01,594.82,9
2012-02,358.68,9
2012-03,592.6,9
2012-04,406.06,9
2012-05,469.24,9
2012-06,335.0,9
2012-07,497.87,9
2012-08,484.57,9
2012-09,424.96,9
2012-10,326.18,9
2012-11,445.59,9
2012-12,579.64,9
2013-01,310.73,9
2013-02,286.66,9
2013-03,458.77,9
2013-04,327.94,9
2013-05,538.28,9
2013-06,454.52,9
2013-07,612.38,9
2013-08,562.92,9
2013-09,602.75,9
2013-10,360.45,9
2013-11,461.92,9
2013-12,360.26,9
2014-01,417.87,9
2014-02,282.48,9
2014-03,373.71,9
2014-04,440.07,9
2014-05,382.95,9
2014-06,378.31,9
2014-07,550.12,9
2014-08,313.87,9
2014-09,382.45,9
2014-10,476.9,9
2014-11,435.54,9
2014-12,420.48,9
2015-01,466.25,9
2015-02,378.85,9
2015-03,469.81,9
2015-04,392.92,9
2015-05,347.84,9
2015-06,487.98,9
2015-07,396.9,9
2015-08,295.7,9
2015-09,483.23,9
2015-10,369.57,9
2015-11,422.55,9
2015-12,405.41,9
2016-01,439.88,9
2016-02,392.8,9
2016-03,439.8,9
2016-04,350.29,9
2016-05,328.13,9
2016-06,331.66,9
2016-07,330.24,9
2016-08,384.75,9
2016-09,395.48,9
2016-10,364.97,9
2016-11,391.23,9
2016-12,366.2,9
2017-01,634.49,9
2017-02,385.71,9
2017-03,415.53,9
2017-04,270.86,9
2017-05,362.06,9
2017-06,416.57,9
2017-07,445.47,9
2017-08,358.46,9
2017-09,286.31,9
2017-10,388.78,9
2017-11,447.73,9
2017-12,533.18,9
2018-01,329.82,9
2018-02,404.88,9
2018-03,423.35,9
2018-04,339.94,9
2018-05,319.32,9
2018-06,370.53,9
2018-07,368.23,9
2018-08,326.52,9
2018-09,433.66,9
2018-10,498.26,9
2018-11,367.58,9
2018-12,441.98,9
2019-01,325.91,9
2019-02,389.24,9
2019-03,477.98,9
2019-04,372.68,9
2019-05,397.52,9
2002-09,362.33,10
2002-10,412.43,10
2002-11,372.6,10
2002-12,364.55,10
2003-01,527.08,10
2003-02,267.76,10
2003-03,675.59,10
2003-04,385.82,10
2003-05,397.06,10
2003-06,392.11,10
2003-07,354.62,10
2003-08,363.17,10
2003-09,351.06,10
2003-10,334.38,10
2003-11,371.49,10
2003-12,313.38,10
2004-01,364.86,10
2004-02,318.47,10
2004-03,328.52,10
2004-04,490.97,10
2004-05,382.34,10
2004-06,341.05,10
2004-07,705.26,10
2004-08,408.29,10
2004-09,337.98,10
2004-10,339.6,10
2004-11,413.27,10
2004-12,543.38,10
2005-01,549.93,10
2005-02,393.88,10
2005-03,551.27,10
2005-04,307.13,10
2005-05,467.9,10
2005-06,386.98,10
2005-07,422.05,10
2005-08,491.74,10
2005-09,395.52,10
2005-10,407.52,10
2005-11,343.24,10
2005-12,350.9,10
2006-01,383.14,10
2006-02,316.86,10
2006-03,419.6,10
2006-04,406.68,10
2006-05,271.44,10
2006-06,325.72,10
2006-07,505.85,10
2006-08,352.4,10
2006-09,328.13,10
2006-10,495.15,10
2006-11,541.34,10
2006-12,408.86,10
2007-01,372.48,10
2007-02,396.6,10
2007-03,367.31,10
2007-04,389.58,10
2007-05,388.32,10
2007-06,352.05,10
2007-07,466.82,10
2007-08,320.93,10
2007-09,354.7,10
2007-10,405.49,10
2007-11,353.01,10
2007-12,428.34,10
2008-01,597.69,10
2008-02,370.95,10
2008-03,522.18,10
2008-04,297.74,10
2008-05,381.95,10
2008-06,325.18,10
2008-07,384.64,10
2008-08,366.74,10
2008-09,389.24,10
2008-10,450.95,10
2008-11,340.63,10
2008-12,427.19,10
2009-01,449.0,10
2009-02,324.99,10
2009-03,580.52,10
2009-04,256.68,10
2009-05,327.52,10
2009-06,332.27,10
2009-07,348.45,10
2009-08,385.94,10
2009-09,355.85,10
2009-10,464.06,10
2009-11,431.29,10
2009-12,440.1,10
2010-01,348.41,10
2010-02,226.59,10
2010-03,343.43,10
2010-04,370.91,10
2010-05,376.93,10
2010-06,457.62,10
2010-07,355.54,10
2010-08,321.96,10
2010-09,332.62,10
2010-10,498.03,10
2010-11,322.88,10
2010-12,407.68,10
2011-01,390.54,10
2011-02,266.95,10
2011-03,426.38,10
2011-04,338.06,10
2011-05,284.82,10
2011-06,454.4,10
2011-07,318.05,10
2011-08,444.97,10
2011-09,529.65,10
2011-10,275.0,10
2011-11,355.77,10
2011-12,499.56,10
2012-01,594.82,10
2012-02,358.68,10
2012-03,592.6,10
2012-04,406.06,10
2012-05,469.24,10
2012-06,335.0,10
2012-07,497.87,10
2012-08,484.57,10
2012-09,424.96,10
2012-10,326.18,10
2012-11,445.59,10
2012-12,579.64,10
2013-01,310.73,10
2013-02,286.66,10
2013-03,458.77,10
2013-04,327.94,10
2013-05,538.28,10
2013-06,454.52,10
2013-07,612.38,10
2013-08,562.92,10
2013-09,602.75,10
2013-10,360.45,10
2013-11,461.92,10
2013-12,360.26,10
2014-01,417.87,10
2014-02,282.48,10
2014-03,373.71,10
2014-04,440.07,10
2014-05,382.95,10
2014-06,378.31,10
2014-07,550.12,10
2014-08,313.87,10
2014-09,382.45,10
2014-10,476.9,10
2014-11,435.54,10
2014-12,420.48,10
2015-01,466.25,10
2015-02,378.85,10
2015-03,469.81,10
2015-04,392.92,10
2015-05,347.84,10
2015-06,487.98,10
2015-07,396.9,10
2015-08,295.7,10
2015-09,483.23,10
2015-10,369.57,10
2015-11,422.55,10
2015-12,405.41,10
2016-01,439.88,10
2016-02,392.8,10
2016-03,439.8,10
2016-04,350.29,10
2016-05,328.13,10
2016-06,331.66,10
2016-07,330.24,10
2016-08,384.75,10
2016-09,395.48,10
2016-10,364.97,10
2016-11,391.23,10
2016-12,366.2,10
2017-01,634.49,10
2017-02,385.71,10
2017-03,415.53,10
2017-04,270.86,10
2017-05,362.06,10
2017-06,416.57,10
2017-07,445.47,10
2017-08,358.46,10
2017-09,286.31,10
2017-10,388.78,10
2017-11,447.73,10
2017-12,533.18,10
2018-01,329.82,10
2018-02,404.88,10
2018-03,423.35,10
2018-04,339.94,10
2018-05,319.32,10
2018-06,370.53,10
2018-07,368.23,10
2018-08,326.52,10
2018-09,433.66,10
2018-10,498.26,10
2018-11,367.58,10
2018-12,441.98,10
2019-01,325.91,10
2019-02,389.24,10
2019-03,477.98,10
2019-04,372.68,10
2002-09,362.33,11
2002-10,412.43,11
2002-11,372.6,11
2002-12,364.55,11
2003-01,527.08,11
2003-02,267.76,11
2003-03,675.59,11
2003-04,385.82,11
2003-05,397.06,11
2003-06,392.11,11
2003-07,354.62,11
2003-08,363.17,11
2003-09,351.06,11
2003-10,334.38,11
2003-11,371.49,11
2003-12,313.38,11
2004-01,364.86,11
2004-02,318.47,11
2004-03,328.52,11
2004-04,490.97,11
2004-05,382.34,11
2004-06,341.05,11
2004-07,705.26,11
2004-08,408.29,11
2004-09,337.98,11
2004-10,339.6,11
2004-11,413.27,11
2004-12,543.38,11
2005-01,549.93,11
2005-02,393.88,11
2005-03,551.27,11
2005-04,307.13,11
2005-05,467.9,11
2005-06,386.98,11
2005-07,422.05,11
2005-08,491.74,11
2005-09,395.52,11
2005-10,407.52,11
2005-11,343.24,11
2005-12,350.9,11
2006-01,383.14,11
2006-02,316.86,11
2006-03,419.6,11
2006-04,406.68,11
2006-05,271.44,11
2006-06,325.72,11
2006-07,505.85,11
2006-08,352.4,11
2006-09,328.13,11
2006-10,495.15,11
2006-11,541.34,11
2006-12,408.86,11
2007-01,372.48,11
2007-02,396.6,11
2007-03,367.31,11
2007-04,389.58,11
2007-05,388.32,11
2007-06,352.05,11
2007-07,466.82,11
2007-08,320.93,11
2007-09,354.7,11
2007-10,405.49,11
2007-11,353.01,11
2007-12,428.34,11
2008-01,597.69,11
2008-02,370.95,11
2008-03,522.18,11
2008-04,297.74,11
2008-05,381.95,11
2008-06,325.18,11
2008-07,384.64,11
2008-08,366.74,11
2008-09,389.24,11
2008-10,450.95,11
2008-11,340.63,11
2008-12,427.19,11
2009-01,449.0,11
2009-02,324.99,11
2009-03,580.52,11
2009-04,256.68,11
2009-05,327.52,11
2009-06,332.27,11
2009-07,348.45,11
2009-08,385.94,11
2009-09,355.85,11
2009-10,464.06,11
2009-11,431.29,11
2009-12,440.1,11
2010-01,348.41,11
2010-02,226.59,11
2010-03,343.43,11
2010-04,370.91,11
2010-05,376.93,11
2010-06,457.62,11
2010-07,355.54,11
2010-08,321.96,11
2010-09,332.62,11
2010-10,498.03,11
2010-11,322.88,11
2010-12,407.68,11
2011-01,390.54,11
2011-02,266.95,11
2011-03,426.38,11
2011-04,338.06,11
2011-05,284.82,11
2011-06,454.4,11
2011-07,318.05,11
2011-08,444.97,11
2011-09,529.65,11
2011-10,275.0,11
2011-11,355.77,11
2011-12,499.56,11
2012-01,594.82,11
2012-02,358.68,11
2012-03,592.6,11
2012-04,406.06,11
2012-05,469.24,11
2012-06,335.0,11
2012-07,497.87,11
2012-08,484.57,11
2012-09,424.96,11
2012-10,326.18,11
2012-11,445.59,11
2012-12,579.64,11
2013-01,310.73,11
2013-02,286.66,11
2013-03,458.77,11
2013-04,327.94,11
2013-05,538.28,11
2013-06,454.52,11
2013-07,612.38,11
2013-08,562.92,11
2013-09,602.75,11
2013-10,360.45,11
2013-11,461.92,11
2013-12,360.26,11
2014-01,417.87,11
2014-02,282.48,11
2014-03,373.71,11
2014-04,440.07,11
2014-05,382.95,11
2014-06,378.31,11
2014-07,550.12,11
2014-08,313.87,11
2014-09,382.45,11
2014-10,476.9,11
2014-11,435.54,11
2014-12,420.48,11
2015-01,466.25,11
2015-02,378.85,11
2015-03,469.81,11
2015-04,392.92,11
2015-05,347.84,11
2015-06,487.98,11
2015-07,396.9,11
2015-08,295.7,11
2015-09,483.23,11
2015-10,369.57,11
2015-11,422.55,11
2015-12,405.41,11
2016-01,439.88,11
2016-02,392.8,11
2016-03,439.8,11
2016-04,350.29,11
2016-05,328.13,11
2016-06,331.66,11
2016-07,330.24,11
2016-08,384.75,11
2016-09,395.48,11
2016-10,364.97,11
2016-11,391.23,11
2016-12,366.2,11
2017-01,634.49,11
2017-02,385.71,11
2017-03,415.53,11
2017-04,270.86,11
2017-05,362.06,11
2017-06,416.57,11
2017-07,445.47,11
2017-08,358.46,11
2017-09,286.31,11
2017-10,388.78,11
2017-11,447.73,11
2017-12,533.18,11
2018-01,329.82,11
2018-02,404.88,11
2018-03,423.35,11
2018-04,339.94,11
2018-05,319.32,11
2018-06,370.53,11
2018-07,368.23,11
2018-08,326.52,11
2018-09,433.66,11
2018-10,498.26,11
2018-11,367.58,11
2018-12,441.98,11
2019-01,325.91,11
2019-02,389.24,11
2019-03,477.98,11
2002-09,362.33,12
2002-10,412.43,12
2002-11,372.6,12
2002-12,364.55,12
2003-01,527.08,12
2003-02,267.76,12
2003-03,675.59,12
2003-04,385.82,12
2003-05,397.06,12
2003-06,392.11,12
2003-07,354.62,12
2003-08,363.17,12
2003-09,351.06,12
2003-10,334.38,12
2003-11,371.49,12
2003-12,313.38,12
2004-01,364.86,12
2004-02,318.47,12
2004-03,328.52,12
2004-04,490.97,12
2004-05,382.34,12
2004-06,341.05,12
2004-07,705.26,12
2004-08,408.29,12
2004-09,337.98,12
2004-10,339.6,12
2004-11,413.27,12
2004-12,543.38,12
2005-01,549.93,12
2005-02,393.88,12
2005-03,551.27,12
2005-04,307.13,12
2005-05,467.9,12
2005-06,386.98,12
2005-07,422.05,12
2005-08,491.74,12
2005-09,395.52,12
2005-10,407.52,12
2005-11,343.24,12
2005-12,350.9,12
2006-01,383.14,12
2006-02,316.86,12
2006-03,419.6,12
2006-04,406.68,12
2006-05,271.44,12
2006-06,325.72,12
2006-07,505.85,12
2006-08,352.4,12
2006-09,328.13,12
2006-10,495.15,12
2006-11,541.34,12
2006-12,408.86,12
2007-01,372.48,12
2007-02,396.6,12
2007-03,367.31,12
2007-04,389.58,12
2007-05,388.32,12
2007-06,352.05,12
2007-07,466.82,12
2007-08,320.93,12
2007-09,354.7,12
2007-10,405.49,12
2007-11,353.01,12
2007-12,428.34,12
2008-01,597.69,12
2008-02,370.95,12
2008-03,522.18,12
2008-04,297.74,12
2008-05,381.95,12
2008-06,325.18,12
2008-07,384.64,12
2008-08,366.74,12
2008-09,389.24,12
2008-10,450.95,12
2008-11,340.63,12
2008-12,427.19,12
2009-01,449.0,12
2009-02,324.99,12
2009-03,580.52,12
2009-04,256.68,12
2009-05,327.52,12
2009-06,332.27,12
2009-07,348.45,12
2009-08,385.94,12
2009-09,355.85,12
2009-10,464.06,12
2009-11,431.29,12
2009-12,440.1,12
2010-01,348.41,12
2010-02,226.59,12
2010-03,343.43,12
2010-04,370.91,12
2010-05,376.93,12
2010-06,457.62,12
2010-07,355.54,12
2010-08,321.96,12
2010-09,332.62,12
2010-10,498.03,12
2010-11,322.88,12
2010-12,407.68,12
2011-01,390.54,12
2011-02,266.95,12
2011-03,426.38,12
2011-04,338.06,12
2011-05,284.82,12
2011-06,454.4,12
2011-07,318.05,12
2011-08,444.97,12
2011-09,529.65,12
2011-10,275.0,12
2011-11,355.77,12
2011-12,499.56,12
2012-01,594.82,12
2012-02,358.68,12
2012-03,592.6,12
2012-04,406.06,12
2012-05,469.24,12
2012-06,335.0,12
2012-07,497.87,12
2012-08,484.57,12
2012-09,424.96,12
2012-10,326.18,12
2012-11,445.59,12
2012-12,579.64,12
2013-01,310.73,12
2013-02,286.66,12
2013-03,458.77,12
2013-04,327.94,12
2013-05,538.28,12
2013-06,454.52,12
2013-07,612.38,12
2013-08,562.92,12
2013-09,602.75,12
2013-10,360.45,12
2013-11,461.92,12
2013-12,360.26,12
2014-01,417.87,12
2014-02,282.48,12
2014-03,373.71,12
2014-04,440.07,12
2014-05,382.95,12
2014-06,378.31,12
2014-07,550.12,12
2014-08,313.87,12
2014-09,382.45,12
2014-10,476.9,12
2014-11,435.54,12
2014-12,420.48,12
2015-01,466.25,12
2015-02,378.85,12
2015-03,469.81,12
2015-04,392.92,12
2015-05,347.84,12
2015-06,487.98,12
2015-07,396.9,12
2015-08,295.7,12
2015-09,483.23,12
2015-10,369.57,12
2015-11,422.55,12
2015-12,405.41,12
2016-01,439.88,12
2016-02,392.8,12
2016-03,439.8,12
2016-04,350.29,12
2016-05,328.13,12
2016-06,331.66,12
2016-07,330.24,12
2016-08,384.75,12
2016-09,395.48,12
2016-10,364.97,12
2016-11,391.23,12
2016-12,366.2,12
2017-01,634.49,12
2017-02,385.71,12
2017-03,415.53,12
2017-04,270.86,12
2017-05,362.06,12
2017-06,416.57,12
2017-07,445.47,12
2017-08,358.46,12
2017-09,286.31,12
2017-10,388.78,12
2017-11,447.73,12
2017-12,533.18,12
2018-01,329.82,12
2018-02,404.88,12
2018-03,423.35,12
2018-04,339.94,12
2018-05,319.32,12
2018-06,370.53,12
2018-07,368.23,12
2018-08,326.52,12
2018-09,433.66,12
2018-10,498.26,12
2018-11,367.58,12
2018-12,441.98,12
2019-01,325.91,12
2019-02,389.24,12
2002-09,362.33,13
2002-10,412.43,13
2002-11,372.6,13
2002-12,364.55,13
2003-01,527.08,13
2003-02,267.76,13
2003-03,675.59,13
2003-04,385.82,13
2003-05,397.06,13
2003-06,392.11,13
2003-07,354.62,13
2003-08,363.17,13
2003-09,351.06,13
2003-10,334.38,13
2003-11,371.49,13
2003-12,313.38,13
2004-01,364.86,13
2004-02,318.47,13
2004-03,328.52,13
2004-04,490.97,13
2004-05,382.34,13
2004-06,341.05,13
2004-07,705.26,13
2004-08,408.29,13
2004-09,337.98,13
2004-10,339.6,13
2004-11,413.27,13
2004-12,543.38,13
2005-01,549.93,13
2005-02,393.88,13
2005-03,551.27,13
2005-04,307.13,13
2005-05,467.9,13
2005-06,386.98,13
2005-07,422.05,13
2005-08,491.74,13
2005-09,395.52,13
2005-10,407.52,13
2005-11,343.24,13
2005-12,350.9,13
2006-01,383.14,13
2006-02,316.86,13
2006-03,419.6,13
2006-04,406.68,13
2006-05,271.44,13
2006-06,325.72,13
2006-07,505.85,13
2006-08,352.4,13
2006-09,328.13,13
2006-10,495.15,13
2006-11,541.34,13
2006-12,408.86,13
2007-01,372.48,13
2007-02,396.6,13
2007-03,367.31,13
2007-04,389.58,13
2007-05,388.32,13
2007-06,352.05,13
2007-07,466.82,13
2007-08,320.93,13
2007-09,354.7,13
2007-10,405.49,13
2007-11,353.01,13
2007-12,428.34,13
2008-01,597.69,13
2008-02,370.95,13
2008-03,522.18,13
2008-04,297.74,13
2008-05,381.95,13
2008-06,325.18,13
2008-07,384.64,13
2008-08,366.74,13
2008-09,389.24,13
2008-10,450.95,13
2008-11,340.63,13
2008-12,427.19,13
2009-01,449.0,13
2009-02,324.99,13
2009-03,580.52,13
2009-04,256.68,13
2009-05,327.52,13
2009-06,332.27,13
2009-07,348.45,13
2009-08,385.94,13
2009-09,355.85,13
2009-10,464.06,13
2009-11,431.29,13
2009-12,440.1,13
2010-01,348.41,13
2010-02,226.59,13
2010-03,343.43,13
2010-04,370.91,13
2010-05,376.93,13
2010-06,457.62,13
2010-07,355.54,13
2010-08,321.96,13
2010-09,332.62,13
